Student_ID,Degree_ID,Intake,Gender,Current_Year,Current_Semester,Previous_SGPA,Current_SGPA,Repeated_Courses,Next_SGPA
S1610,D003,39,Male,3,5,3.8941,4.0,0,3.913
S1610,D003,39,Male,3,6,4.0,3.913,0,3.9048
S1610,D003,39,Male,4,7,3.913,3.9048,0,4.0
S1612,D005,41,Male,1,2,3.7059,3.4812,0,3.5632
S1613,D001,40,Female,1,2,3.8235,3.9438,0,3.875
S1613,D001,40,Female,2,3,3.9438,3.875,0,3.9118
S1613,D001,40,Female,2,4,3.875,3.9118,0,3.7583
S1614,D001,41,Male,1,2,4.0,4.0,0,4.0
S1616,D003,40,Female,1,2,2.8588,2.8389,2,2.9
S1616,D003,40,Female,2,3,2.8389,2.9,3,2.4059
S1616,D003,40,Female,2,4,2.9,2.4059,5,2.748
S1616,D003,40,Female,3,5,2.4059,2.748,7,2.6957
S1619,D002,40,Male,1,2,2.2824,2.6625,2,2.825
S1619,D002,40,Male,2,3,2.6625,2.825,3,3.0706
S1619,D002,40,Male,2,4,2.825,3.0706,4,2.6167
S1620,D003,40,Male,1,2,3.5647,2.9222,0,3.1667
S1620,D003,40,Male,2,3,2.9222,3.1667,0,3.5471
S1620,D003,40,Male,2,4,3.1667,3.5471,0,3.22
S1620,D003,40,Male,3,5,3.5471,3.22,0,3.3957
S1622,D002,41,Male,1,2,4.0,4.0,0,4.0
S1622,D002,41,Male,2,3,4.0,4.0,0,3.9471
S1624,D003,40,Male,1,2,2.8176,2.8167,0,2.7733
S1624,D003,40,Male,2,3,2.8167,2.7733,0,2.1588
S1624,D003,40,Male,2,4,2.7733,2.1588,1,2.536
S1624,D003,40,Male,3,5,2.1588,2.536,3,2.9304
S1626,D002,40,Female,1,2,3.1706,3.4625,0,3.675
S1626,D002,40,Female,2,3,3.4625,3.675,0,3.7
S1626,D002,40,Female,2,4,3.675,3.7,0,3.5833
S1627,D002,40,Male,1,2,3.2235,3.3438,0,3.3375
S1627,D002,40,Male,2,3,3.3438,3.3375,0,3.5706
S1627,D002,40,Male,2,4,3.3375,3.5706,0,3.3167
S1627,D002,40,Male,3,5,3.5706,3.3167,0,3.2654
S1628,D005,41,Male,1,2,2.6765,3.0938,0,2.5053
S1629,D001,40,Male,1,2,2.9765,3.7938,0,3.45
S1629,D001,40,Male,2,3,3.7938,3.45,0,3.4529
S1629,D001,40,Male,2,4,3.45,3.4529,0,3.5833
S1630,D005,39,Male,1,2,3.6118,3.7812,0,3.8105
S1630,D005,39,Male,2,3,3.7812,3.8105,0,3.8312
S1630,D005,39,Male,2,4,3.8105,3.8312,0,3.85
S1630,D005,39,Male,3,5,3.8312,3.85,0,4.0
S1630,D005,39,Male,3,6,3.85,4.0,0,3.6375
S1632,D002,41,Male,1,2,3.4118,3.2312,0,3.2625
S1632,D002,41,Male,2,3,3.2312,3.2625,0,3.5588
S1634,D001,40,Male,1,2,3.7588,3.2938,0,3.4625
S1634,D001,40,Male,2,3,3.2938,3.4625,0,3.5118
S1634,D001,40,Male,2,4,3.4625,3.5118,0,3.7833
S1636,D004,39,Female,1,2,4.0,3.6118,0,3.7867
S1636,D004,39,Female,2,3,3.6118,3.7867,0,3.6455
S1636,D004,39,Female,2,4,3.7867,3.6455,0,3.8316
S1636,D004,39,Female,3,5,3.6455,3.8316,0,3.7143
S1636,D004,39,Female,3,6,3.8316,3.7143,0,3.7923
S1637,D003,41,Male,1,2,4.0,3.9667,0,4.0
S1638,D003,40,Female,1,2,3.8353,3.95,0,3.9067
S1638,D003,40,Female,2,3,3.95,3.9067,0,4.0
S1638,D003,40,Female,2,4,3.9067,4.0,0,3.784
S1640,D001,39,Female,1,2,3.1118,3.4875,0,3.475
S1640,D001,39,Female,2,3,3.4875,3.475,0,2.5176
S1640,D001,39,Female,2,4,3.475,2.5176,0,3.2
S1640,D001,39,Female,3,5,2.5176,3.2,0,3.284
S1640,D001,39,Female,3,6,3.2,3.284,0,3.375
S1640,D001,39,Female,4,7,3.284,3.375,0,3.06
S1641,D001,41,Male,1,2,3.9059,3.6938,0,3.5
S1643,D002,40,Female,1,2,3.5941,3.6188,0,3.425
S1643,D002,40,Female,2,3,3.6188,3.425,0,3.4118
S1643,D002,40,Female,2,4,3.425,3.4118,0,3.6583
S1643,D002,40,Female,3,5,3.4118,3.6583,0,3.4346
S1646,D003,41,Male,1,2,3.3412,3.3389,0,3.36
S1647,D004,41,Female,1,2,4.0,4.0,0,3.8667
S1647,D004,41,Female,2,3,4.0,3.8667,0,4.0
S1649,D005,41,Male,1,2,3.6176,3.5562,0,3.8632
S1649,D005,41,Male,2,3,3.5562,3.8632,0,3.7438
S1650,D003,39,Male,1,2,3.1235,3.5611,0,3.4133
S1650,D003,39,Male,2,3,3.5611,3.4133,0,3.1647
S1650,D003,39,Male,2,4,3.4133,3.1647,0,3.516
S1650,D003,39,Male,3,5,3.1647,3.516,0,3.3609
S1650,D003,39,Male,3,6,3.516,3.3609,0,3.5476
S1651,D003,41,Male,1,2,3.1471,3.3944,0,3.06
S1651,D003,41,Male,2,3,3.3944,3.06,0,3.6
S1652,D002,40,Female,1,2,3.3,3.2688,0,3.75
S1652,D002,40,Female,2,3,3.2688,3.75,0,3.4647
S1652,D002,40,Female,2,4,3.75,3.4647,0,2.75
S1654,D001,41,Male,1,2,3.2941,3.1438,0,3.35
S1655,D001,40,Male,1,2,3.3647,3.0562,0,3.3
S1655,D001,40,Male,2,3,3.0562,3.3,0,3.0471
S1655,D001,40,Male,2,4,3.3,3.0471,0,3.4083
S1656,D002,40,Male,1,2,3.7294,3.7375,0,3.9125
S1656,D002,40,Male,2,3,3.7375,3.9125,0,3.3471
S1656,D002,40,Male,2,4,3.9125,3.3471,0,3.8333
S1656,D002,40,Male,3,5,3.3471,3.8333,0,3.6923
S1658,D004,40,Male,1,2,3.6923,4.0,0,3.96
S1658,D004,40,Male,2,3,4.0,3.96,0,3.6364
S1658,D004,40,Male,2,4,3.96,3.6364,0,3.6263
S1660,D001,41,Female,1,2,3.1176,3.4,0,3.55
S1661,D002,41,Male,1,2,3.6294,3.725,0,3.8
S1662,D004,41,Female,1,2,3.0538,2.9059,0,3.0933
S1663,D002,40,Male,1,2,3.8824,3.9625,0,3.9625
S1663,D002,40,Male,2,3,3.9625,3.9625,0,4.0
S1663,D002,40,Male,2,4,3.9625,4.0,0,4.0
S1664,D003,40,Female,1,2,3.4,3.55,0,3.2867
S1664,D003,40,Female,2,3,3.55,3.2867,0,3.5235
S1664,D003,40,Female,2,4,3.2867,3.5235,0,3.4
S1665,D004,39,Male,1,2,3.7,3.5,0,3.8467
S1665,D004,39,Male,2,3,3.5,3.8467,0,3.5545
S1665,D004,39,Male,2,4,3.8467,3.5545,0,3.3158
S1665,D004,39,Male,3,5,3.5545,3.3158,0,3.1238
S1665,D004,39,Male,3,6,3.3158,3.1238,0,3.2846
S1665,D004,39,Male,4,7,3.1238,3.2846,0,4.0
S1666,D001,39,Male,1,2,3.5353,3.1562,0,3.375
S1666,D001,39,Male,2,3,3.1562,3.375,0,3.4176
S1666,D001,39,Male,2,4,3.375,3.4176,0,3.3417
S1666,D001,39,Male,3,5,3.4176,3.3417,0,3.512
S1666,D001,39,Male,3,6,3.3417,3.512,0,3.5375
S1666,D001,39,Male,4,7,3.512,3.5375,0,4.0
S1671,D004,40,Male,1,2,3.9308,4.0,0,4.0
S1671,D004,40,Male,2,3,4.0,4.0,0,4.0
S1671,D004,40,Male,2,4,4.0,4.0,0,3.8895
S1671,D004,40,Male,3,5,4.0,3.8895,0,4.0
S1672,D001,39,Male,1,2,3.9176,3.7,0,3.875
S1672,D001,39,Male,2,3,3.7,3.875,0,3.8235
S1672,D001,39,Male,2,4,3.875,3.8235,0,3.6667
S1672,D001,39,Male,3,5,3.8235,3.6667,0,3.816
S1672,D001,39,Male,3,6,3.6667,3.816,0,3.875
S1673,D003,41,Male,1,2,2.9765,3.0111,0,2.9267
S1673,D003,41,Male,2,3,3.0111,2.9267,0,3.3647
S1676,D003,40,Female,1,2,3.8471,3.7333,0,3.5533
S1676,D003,40,Female,2,3,3.7333,3.5533,0,3.7353
S1676,D003,40,Female,2,4,3.5533,3.7353,0,3.816
S1676,D003,40,Female,3,5,3.7353,3.816,0,3.887
S1678,D005,39,Male,1,2,2.8882,2.15,0,2.5579
S1678,D005,39,Male,2,3,2.15,2.5579,0,2.4062
S1678,D005,39,Male,2,4,2.5579,2.4062,2,2.1929
S1678,D005,39,Male,3,5,2.4062,2.1929,5,2.0
S1678,D005,39,Male,3,6,2.1929,2.0,8,2.6167
S1678,D005,39,Male,4,7,2.0,2.6167,11,2.7933
S1680,D003,40,Male,1,2,3.8529,3.9333,0,3.62
S1680,D003,40,Male,2,3,3.9333,3.62,0,3.6294
S1680,D003,40,Male,2,4,3.62,3.6294,0,3.42
S1680,D003,40,Male,3,5,3.6294,3.42,0,3.4652
S1681,D001,41,Male,1,2,3.9294,3.7688,0,3.8
S1681,D001,41,Male,2,3,3.7688,3.8,0,3.9118
S1682,D001,39,Male,1,2,3.1588,2.9438,0,2.6375
S1682,D001,39,Male,2,3,2.9438,2.6375,0,2.5059
S1682,D001,39,Male,2,4,2.6375,2.5059,0,3.0333
S1682,D001,39,Male,3,5,2.5059,3.0333,0,3.148
S1682,D001,39,Male,3,6,3.0333,3.148,0,2.8375
S1683,D001,39,Male,1,2,3.0294,3.5125,0,3.5375
S1683,D001,39,Male,2,3,3.5125,3.5375,0,3.4059
S1683,D001,39,Male,2,4,3.5375,3.4059,0,3.425
S1683,D001,39,Male,3,5,3.4059,3.425,0,3.02
S1683,D001,39,Male,3,6,3.425,3.02,0,3.5375
S1683,D001,39,Male,4,7,3.02,3.5375,0,2.82
S1685,D005,41,Male,1,2,2.9412,2.8688,0,2.8474
S1687,D001,41,Male,1,2,3.0647,2.6062,1,2.8875
S1688,D001,41,Male,1,2,3.2,3.2438,0,3.25
S1688,D001,41,Male,2,3,3.2438,3.25,0,3.4647
S1689,D003,40,Female,1,2,3.6706,3.95,0,3.8133
S1689,D003,40,Female,2,3,3.95,3.8133,0,3.7059
S1689,D003,40,Female,2,4,3.8133,3.7059,0,3.512
S1689,D003,40,Female,3,5,3.7059,3.512,0,3.7348
S1691,D005,41,Male,1,2,3.7471,3.6688,0,3.5737
S1694,D004,41,Female,1,2,3.6077,3.7824,0,3.96
S1694,D004,41,Female,2,3,3.7824,3.96,0,3.7364
S1695,D001,41,Male,1,2,3.6059,3.7625,0,3.4625
S1696,D001,40,Male,1,2,3.1706,3.7875,0,3.45
S1696,D001,40,Male,2,3,3.7875,3.45,0,3.1176
S1696,D001,40,Male,2,4,3.45,3.1176,0,3.2083
S1696,D001,40,Male,3,5,3.1176,3.2083,0,3.332
S1697,D001,39,Female,1,2,3.6647,2.9812,0,3.8375
S1697,D001,39,Female,2,3,2.9812,3.8375,0,3.6471
S1697,D001,39,Female,2,4,3.8375,3.6471,0,3.525
S1697,D001,39,Female,3,5,3.6471,3.525,0,3.656
S1697,D001,39,Female,3,6,3.525,3.656,0,3.675
S1698,D002,41,Male,1,2,3.4765,3.3438,0,3.2875
S1699,D001,39,Male,1,2,3.8882,3.5812,0,3.4625
S1699,D001,39,Male,2,3,3.5812,3.4625,0,3.7176
S1699,D001,39,Male,2,4,3.4625,3.7176,0,3.7833
S1699,D001,39,Male,3,5,3.7176,3.7833,0,3.704
S1699,D001,39,Male,3,6,3.7833,3.704,0,3.5
S1699,D001,39,Male,4,7,3.704,3.5,0,4.0
S1700,D002,41,Male,1,2,3.2059,3.3875,0,3.0
S1700,D002,41,Male,2,3,3.3875,3.0,0,3.6176
S1702,D002,39,Male,1,2,3.5588,3.5188,0,3.7125
S1702,D002,39,Male,2,3,3.5188,3.7125,0,3.5529
S1702,D002,39,Male,2,4,3.7125,3.5529,0,3.6333
S1702,D002,39,Male,3,5,3.5529,3.6333,0,3.6462
S1702,D002,39,Male,3,6,3.6333,3.6462,0,3.4778
S1703,D004,41,Male,1,2,3.6385,3.5235,0,3.6733
S1704,D005,41,Female,1,2,3.5765,3.8125,0,3.5105
S1704,D005,41,Female,2,3,3.8125,3.5105,0,3.5062
S1705,D005,40,Male,1,2,4.0,3.9438,0,3.9211
S1705,D005,40,Male,2,3,3.9438,3.9211,0,3.9438
S1705,D005,40,Male,2,4,3.9211,3.9438,0,4.0
S1705,D005,40,Male,3,5,3.9438,4.0,0,4.0
S1706,D001,40,Male,1,2,1.6,2.6562,4,1.75
S1706,D001,40,Male,2,3,2.6562,1.75,7,1.8412
S1706,D001,40,Male,2,4,1.75,1.8412,11,2.0
S1706,D001,40,Male,3,5,1.8412,2.0,17,2.396
S1707,D002,41,Male,1,2,3.4353,2.375,0,2.875
S1708,D001,40,Male,1,2,3.7353,3.275,0,3.7
S1708,D001,40,Male,2,3,3.275,3.7,0,3.1412
S1708,D001,40,Male,2,4,3.7,3.1412,0,3.7083
S1711,D001,41,Female,1,2,2.8706,2.4125,0,2.325
S1711,D001,41,Female,2,3,2.4125,2.325,1,2.5588
S1712,D001,41,Female,1,2,2.4706,2.15,2,2.125
S1712,D001,41,Female,2,3,2.15,2.125,5,2.3647
S1713,D002,41,Male,1,2,3.5824,3.0188,0,3.3375
S1713,D002,41,Male,2,3,3.0188,3.3375,0,3.4529
S1715,D005,39,Male,1,2,3.7118,3.9125,0,3.4211
S1715,D005,39,Male,2,3,3.9125,3.4211,0,3.75
S1715,D005,39,Male,2,4,3.4211,3.75,0,3.4786
S1715,D005,39,Male,3,5,3.75,3.4786,0,3.7
S1715,D005,39,Male,3,6,3.4786,3.7,0,3.7417
S1715,D005,39,Male,4,7,3.7,3.7417,0,3.54
S1716,D003,41,Male,1,2,4.0,4.0,0,4.0
S1716,D003,41,Male,2,3,4.0,4.0,0,3.9647
S1717,D004,41,Male,1,2,4.0,4.0,0,4.0
S1717,D004,41,Male,2,3,4.0,4.0,0,4.0
S1718,D003,41,Female,1,2,2.9471,3.15,0,3.6
S1718,D003,41,Female,2,3,3.15,3.6,0,3.4294
S1719,D001,40,Male,1,2,2.4353,1.8312,3,1.975
S1719,D001,40,Male,2,3,1.8312,1.975,7,2.0353
S1719,D001,40,Male,2,4,1.975,2.0353,12,2.0333
S1720,D004,40,Male,1,2,3.2231,3.4471,0,3.2267
S1720,D004,40,Male,2,3,3.4471,3.2267,0,3.1182
S1720,D004,40,Male,2,4,3.2267,3.1182,0,3.3053
S1721,D002,39,Male,1,2,3.7059,3.85,0,3.5375
S1721,D002,39,Male,2,3,3.85,3.5375,0,3.8294
S1721,D002,39,Male,2,4,3.5375,3.8294,0,3.6667
S1721,D002,39,Male,3,5,3.8294,3.6667,0,3.9231
S1721,D002,39,Male,3,6,3.6667,3.9231,0,3.7444
S1722,D003,41,Female,1,2,3.7529,3.6,0,3.9067
S1724,D005,41,Female,1,2,3.8235,3.9125,0,3.8895
S1724,D005,41,Female,2,3,3.9125,3.8895,0,3.9062
S1725,D002,41,Male,1,2,3.3588,3.1062,0,3.125
S1725,D002,41,Male,2,3,3.1062,3.125,0,3.3824
S1726,D004,40,Male,1,2,3.7,3.3824,0,3.8667
S1726,D004,40,Male,2,3,3.3824,3.8667,0,3.7636
S1726,D004,40,Male,2,4,3.8667,3.7636,0,3.4105
S1727,D001,40,Male,1,2,3.4529,3.5188,0,3.55
S1727,D001,40,Male,2,3,3.5188,3.55,0,3.0353
S1727,D001,40,Male,2,4,3.55,3.0353,0,3.475
S1728,D003,41,Male,1,2,3.1941,2.9778,1,3.4
S1729,D002,41,Female,1,2,3.2706,3.425,0,2.7125
S1729,D002,41,Female,2,3,3.425,2.7125,0,2.8235
S1730,D002,39,Male,1,2,2.8,3.2438,0,3.4125
S1730,D002,39,Male,2,3,3.2438,3.4125,1,2.7471
S1730,D002,39,Male,2,4,3.4125,2.7471,2,3.0083
S1730,D002,39,Male,3,5,2.7471,3.0083,3,2.9769
S1730,D002,39,Male,3,6,3.0083,2.9769,4,2.8333
S1731,D003,39,Male,1,2,3.7353,3.6389,0,3.2667
S1731,D003,39,Male,2,3,3.6389,3.2667,0,3.7941
S1731,D003,39,Male,2,4,3.2667,3.7941,0,3.7
S1731,D003,39,Male,3,5,3.7941,3.7,0,3.8043
S1731,D003,39,Male,3,6,3.7,3.8043,0,3.6476
S1732,D005,41,Female,1,2,4.0,4.0,0,3.9211
S1733,D005,41,Male,1,2,2.3,2.425,4,2.7
S1734,D002,40,Female,1,2,1.6824,2.225,5,2.025
S1734,D002,40,Female,2,3,2.225,2.025,9,1.7294
S1734,D002,40,Female,2,4,2.025,1.7294,14,2.275
S1735,D004,41,Male,1,2,3.7923,3.4824,0,3.54
S1735,D004,41,Male,2,3,3.4824,3.54,0,3.8727
S1736,D002,40,Male,1,2,2.6235,2.775,0,2.625
S1736,D002,40,Male,2,3,2.775,2.625,1,2.3765
S1736,D002,40,Male,2,4,2.625,2.3765,2,2.85
S1737,D002,41,Female,1,2,3.8647,3.6625,0,3.875
S1737,D002,41,Female,2,3,3.6625,3.875,0,3.9294
S1738,D003,40,Male,1,2,2.8647,3.1722,0,2.8467
S1738,D003,40,Male,2,3,3.1722,2.8467,0,3.3471
S1738,D003,40,Male,2,4,2.8467,3.3471,0,3.276
S1738,D003,40,Male,3,5,3.3471,3.276,0,3.6217
S1739,D002,40,Female,1,2,3.8294,3.5812,0,3.8375
S1739,D002,40,Female,2,3,3.5812,3.8375,0,3.7529
S1739,D002,40,Female,2,4,3.8375,3.7529,0,3.8
S1739,D002,40,Female,3,5,3.7529,3.8,0,3.8231
S1740,D001,40,Female,1,2,3.9294,3.6188,0,3.8875
S1740,D001,40,Female,2,3,3.6188,3.8875,0,3.6882
S1740,D001,40,Female,2,4,3.8875,3.6882,0,3.5667
S1742,D003,41,Male,1,2,3.7588,3.7611,0,3.7733
S1742,D003,41,Male,2,3,3.7611,3.7733,0,3.9471
S1743,D002,39,Male,1,2,2.9706,3.3938,0,2.7875
S1743,D002,39,Male,2,3,3.3938,2.7875,0,3.3412
S1743,D002,39,Male,2,4,2.7875,3.3412,0,3.3583
S1743,D002,39,Male,3,5,3.3412,3.3583,0,3.1385
S1743,D002,39,Male,3,6,3.3583,3.1385,0,3.4
S1743,D002,39,Male,4,7,3.1385,3.4,0,3.18
S1744,D003,41,Female,1,2,2.8765,2.4944,0,3.1533
S1744,D003,41,Female,2,3,2.4944,3.1533,0,2.4176
S1745,D001,41,Female,1,2,3.6353,3.5688,0,3.85
S1745,D001,41,Female,2,3,3.5688,3.85,0,3.5706
S1746,D004,41,Male,1,2,2.2769,2.5059,0,2.74
S1746,D004,41,Male,2,3,2.5059,2.74,1,2.6636
S1749,D005,41,Male,1,2,3.8235,3.9438,0,3.8947
S1751,D004,40,Female,1,2,3.2154,3.3882,0,2.96
S1751,D004,40,Female,2,3,3.3882,2.96,0,3.4545
S1751,D004,40,Female,2,4,2.96,3.4545,0,3.1474
S1755,D001,41,Female,1,2,3.3706,3.9062,0,3.7125
S1755,D001,41,Female,2,3,3.9062,3.7125,0,3.6412
S1756,D001,41,Male,1,2,3.7882,3.6938,0,3.625
S1756,D001,41,Male,2,3,3.6938,3.625,0,3.8412
S1757,D002,40,Male,1,2,3.0,3.0375,0,2.8625
S1757,D002,40,Male,2,3,3.0375,2.8625,0,3.0471
S1757,D002,40,Male,2,4,2.8625,3.0471,0,3.2833
S1759,D001,41,Female,1,2,2.6882,2.3312,1,3.05
S1761,D005,41,Male,1,2,3.9647,3.9062,0,4.0
S1761,D005,41,Male,2,3,3.9062,4.0,0,4.0
S1762,D002,39,Male,1,2,3.8294,3.9438,0,3.8
S1762,D002,39,Male,2,3,3.9438,3.8,0,3.8412
S1762,D002,39,Male,2,4,3.8,3.8412,0,3.9167
S1762,D002,39,Male,3,5,3.8412,3.9167,0,3.9885
S1762,D002,39,Male,3,6,3.9167,3.9885,0,3.9222
S1762,D002,39,Male,4,7,3.9885,3.9222,0,4.0
S1763,D003,41,Female,1,2,3.0471,2.8278,0,2.84
S1764,D001,39,Female,1,2,3.8059,3.6062,0,3.2125
S1764,D001,39,Female,2,3,3.6062,3.2125,0,3.7588
S1764,D001,39,Female,2,4,3.2125,3.7588,0,3.3167
S1764,D001,39,Female,3,5,3.7588,3.3167,0,3.272
S1764,D001,39,Female,3,6,3.3167,3.272,0,3.5125
S1765,D003,40,Female,1,2,3.3176,3.6056,0,3.2733
S1765,D003,40,Female,2,3,3.6056,3.2733,0,3.3765
S1765,D003,40,Female,2,4,3.2733,3.3765,0,3.916
S1767,D002,39,Male,1,2,3.9647,3.4188,0,3.525
S1767,D002,39,Male,2,3,3.4188,3.525,0,3.6118
S1767,D002,39,Male,2,4,3.525,3.6118,0,3.55
S1767,D002,39,Male,3,5,3.6118,3.55,0,3.7577
S1767,D002,39,Male,3,6,3.55,3.7577,0,3.6222
S1768,D003,40,Male,1,2,3.9176,3.7389,0,3.6333
S1768,D003,40,Male,2,3,3.7389,3.6333,0,3.6588
S1768,D003,40,Male,2,4,3.6333,3.6588,0,3.736
S1769,D003,40,Female,1,2,3.5294,3.4722,0,3.3733
S1769,D003,40,Female,2,3,3.4722,3.3733,0,3.6588
S1769,D003,40,Female,2,4,3.3733,3.6588,0,2.98
S1770,D003,41,Female,1,2,3.3412,3.0722,0,3.42
S1771,D003,40,Male,1,2,4.0,3.9167,0,4.0
S1771,D003,40,Male,2,3,3.9167,4.0,0,4.0
S1771,D003,40,Male,2,4,4.0,4.0,0,3.872
S1771,D003,40,Male,3,5,4.0,3.872,0,3.913
S1772,D003,40,Female,1,2,2.6529,2.3611,0,1.5067
S1772,D003,40,Female,2,3,2.3611,1.5067,2,2.2824
S1772,D003,40,Female,2,4,1.5067,2.2824,6,2.26
S1772,D003,40,Female,3,5,2.2824,2.26,10,2.2391
S1773,D001,41,Female,1,2,3.7529,3.9625,0,3.625
S1774,D001,39,Male,1,2,3.2941,3.375,0,3.3875
S1774,D001,39,Male,2,3,3.375,3.3875,0,2.7412
S1774,D001,39,Male,2,4,3.3875,2.7412,0,3.3
S1774,D001,39,Male,3,5,2.7412,3.3,0,3.308
S1774,D001,39,Male,3,6,3.3,3.308,0,3.1375
S1775,D003,40,Male,1,2,3.4529,3.65,0,3.6
S1775,D003,40,Male,2,3,3.65,3.6,0,3.5353
S1775,D003,40,Male,2,4,3.6,3.5353,0,3.572
S1776,D003,41,Male,1,2,3.7118,3.7722,0,3.4667
S1778,D003,41,Male,1,2,3.7118,3.2667,0,3.84
S1779,D005,41,Male,1,2,3.3647,3.0312,0,3.0316
S1780,D005,41,Female,1,2,4.0,3.8688,0,4.0
S1783,D001,40,Male,1,2,3.2824,3.425,0,3.45
S1783,D001,40,Male,2,3,3.425,3.45,0,3.6412
S1783,D001,40,Male,2,4,3.45,3.6412,0,2.95
S1783,D001,40,Male,3,5,3.6412,2.95,0,3.28
S1784,D001,39,Male,1,2,3.2294,2.9625,0,3.05
S1784,D001,39,Male,2,3,2.9625,3.05,0,2.6588
S1784,D001,39,Male,2,4,3.05,2.6588,0,3.0
S1784,D001,39,Male,3,5,2.6588,3.0,0,3.06
S1784,D001,39,Male,3,6,3.0,3.06,0,3.3375
S1784,D001,39,Male,4,7,3.06,3.3375,0,2.74
S1785,D002,41,Male,1,2,3.7059,3.7625,0,3.5125
S1786,D005,40,Male,1,2,3.5882,2.375,0,3.9263
S1786,D005,40,Male,2,3,2.375,3.9263,0,2.8875
S1786,D005,40,Male,2,4,3.9263,2.8875,0,3.1143
S1787,D002,41,Male,1,2,2.9235,3.6812,0,3.125
S1788,D001,39,Male,1,2,2.8353,2.8812,1,2.475
S1788,D001,39,Male,2,3,2.8812,2.475,2,3.1471
S1788,D001,39,Male,2,4,2.475,3.1471,3,2.575
S1788,D001,39,Male,3,5,3.1471,2.575,5,2.644
S1788,D001,39,Male,3,6,2.575,2.644,7,2.2875
S1788,D001,39,Male,4,7,2.644,2.2875,9,3.4
S1790,D002,40,Female,1,2,2.5059,2.5375,0,2.1
S1790,D002,40,Female,2,3,2.5375,2.1,1,2.2
S1790,D002,40,Female,2,4,2.1,2.2,2,2.5
S1791,D002,41,Male,1,2,3.6118,3.85,0,3.75
S1792,D005,41,Male,1,2,3.7353,3.6812,0,4.0
S1792,D005,41,Male,2,3,3.6812,4.0,0,4.0
S1793,D005,40,Male,1,2,2.2059,2.15,2,2.0579
S1793,D005,40,Male,2,3,2.15,2.0579,6,2.6875
S1793,D005,40,Male,2,4,2.0579,2.6875,10,2.2714
S1796,D001,41,Male,1,2,2.3765,2.2188,0,2.75
S1796,D001,41,Male,2,3,2.2188,2.75,0,2.4882
S1798,D005,41,Male,1,2,3.3412,3.4125,0,3.0632
S1799,D001,39,Male,1,2,3.8471,3.6312,0,3.7875
S1799,D001,39,Male,2,3,3.6312,3.7875,0,3.1235
S1799,D001,39,Male,2,4,3.7875,3.1235,0,3.8417
S1799,D001,39,Male,3,5,3.1235,3.8417,0,3.976
S1799,D001,39,Male,3,6,3.8417,3.976,0,3.7125
S1799,D001,39,Male,4,7,3.976,3.7125,0,4.0
S1800,D003,39,Male,1,2,3.9176,3.6722,0,3.86
S1800,D003,39,Male,2,3,3.6722,3.86,0,3.9471
S1800,D003,39,Male,2,4,3.86,3.9471,0,3.736
S1800,D003,39,Male,3,5,3.9471,3.736,0,3.8261
S1800,D003,39,Male,3,6,3.736,3.8261,0,3.7667
S1802,D003,39,Male,1,2,3.6529,3.6444,0,3.1867
S1802,D003,39,Male,2,3,3.6444,3.1867,0,3.5529
S1802,D003,39,Male,2,4,3.1867,3.5529,0,3.496
S1802,D003,39,Male,3,5,3.5529,3.496,0,3.2652
S1802,D003,39,Male,3,6,3.496,3.2652,0,3.5524
S1803,D003,41,Male,1,2,2.8471,2.9833,0,3.1867
S1804,D002,40,Male,1,2,3.5706,3.5312,0,3.5375
S1804,D002,40,Male,2,3,3.5312,3.5375,0,3.4412
S1804,D002,40,Male,2,4,3.5375,3.4412,0,3.475
S1805,D002,41,Male,1,2,3.6882,3.7938,0,3.6625
S1806,D005,41,Male,1,2,3.4647,3.4812,0,3.8789
S1807,D002,39,Male,1,2,3.4118,3.8375,0,3.8375
S1807,D002,39,Male,2,3,3.8375,3.8375,0,3.7118
S1807,D002,39,Male,2,4,3.8375,3.7118,0,3.675
S1807,D002,39,Male,3,5,3.7118,3.675,0,3.7269
S1807,D002,39,Male,3,6,3.675,3.7269,0,3.7556
S1807,D002,39,Male,4,7,3.7269,3.7556,0,3.58
S1808,D001,41,Male,1,2,3.5588,3.8375,0,3.8
S1809,D001,39,Male,1,2,3.8059,3.5438,0,3.7625
S1809,D001,39,Male,2,3,3.5438,3.7625,0,4.0
S1809,D001,39,Male,2,4,3.7625,4.0,0,3.8583
S1809,D001,39,Male,3,5,4.0,3.8583,0,3.712
S1809,D001,39,Male,3,6,3.8583,3.712,0,3.7125
S1809,D001,39,Male,4,7,3.712,3.7125,0,3.42
S1810,D002,40,Male,1,2,3.0353,3.1625,0,2.375
S1810,D002,40,Male,2,3,3.1625,2.375,0,2.9529
S1810,D002,40,Male,2,4,2.375,2.9529,0,2.8667
S1811,D005,41,Female,1,2,3.9176,3.875,0,4.0
S1811,D005,41,Female,2,3,3.875,4.0,0,3.9625
S1812,D001,41,Male,1,2,3.7647,3.9062,0,3.75
S1812,D001,41,Male,2,3,3.9062,3.75,0,3.6765
S1814,D001,40,Male,1,2,3.7647,4.0,0,3.625
S1814,D001,40,Male,2,3,4.0,3.625,0,3.8941
S1814,D001,40,Male,2,4,3.625,3.8941,0,3.3917
S1819,D002,40,Male,1,2,3.1588,3.175,0,2.675
S1819,D002,40,Male,2,3,3.175,2.675,0,3.5118
S1819,D002,40,Male,2,4,2.675,3.5118,0,3.4917
S1819,D002,40,Male,3,5,3.5118,3.4917,0,3.4423
