Result_ID,Student_ID,Course_Code,Academic_Year,Semester,Attempt,Marks,Grade,Grade_Point,Result_Status
R052808,S1488,CS31062,3,5,1,86,A+,4.0,Pass
R052809,S1488,CS31012,3,5,1,61,B,3.0,Pass
R052810,S1488,CS31072,3,5,1,68,B+,3.3,Pass
R052811,S1488,SE31012,3,5,1,50,C+,2.3,Pass
R052812,S1488,SE31022,3,5,1,72,A-,3.7,Pass
R052813,S1488,CS31092,3,5,1,63,B,3.0,Pass
R052814,S1488,CS31102,3,5,1,61,B,3.0,Pass
R052815,S1488,CS31112,3,5,1,80,A,4.0,Pass
R052816,S1488,CS31122,3,5,1,68,B+,3.3,Pass
R052817,S1488,CS31132,3,5,1,79,A,4.0,Pass
R052818,S1489,CS11012,1,1,1,76,A,4.0,Pass
R052819,S1489,CS11021,1,1,1,93,A+,4.0,Pass
R052820,S1489,CS11032,1,1,1,74,A-,3.7,Pass
R052821,S1489,COE11013,1,1,1,67,B+,3.3,Pass
R052822,S1489,CS11042,1,1,1,76,A,4.0,Pass
R052823,S1489,SE11012,1,1,1,80,A,4.0,Pass
R052824,S1489,CM11033,1,1,1,62,B,3.0,Pass
R052825,S1489,CM11102,1,1,1,78,A,4.0,Pass
R052826,S1489,DL1132,1,1,1,53,C+,2.3,Pass
R052827,S1489,LS1052,1,1,1,69,B+,3.3,Pass
R052828,S1489,CS12012,1,2,1,74,A-,3.7,Pass
R052829,S1489,CS12023,1,2,1,76,A,4.0,Pass
R052830,S1489,CS12033,1,2,1,55,B-,2.7,Pass
R052831,S1489,CS12041,1,2,1,77,A,4.0,Pass
R052832,S1489,SE12012,1,2,1,86,A+,4.0,Pass
R052833,S1489,CM12052,1,2,1,92,A+,4.0,Pass
R052834,S1489,COE12241,1,2,1,92,A+,4.0,Pass
R052835,S1489,COE12992,1,2,1,76,A,4.0,Pass
R052836,S1489,DL2142,1,2,1,98,A+,4.0,Pass
R052837,S1489,CS21012,2,3,1,68,B+,3.3,Pass
R052838,S1489,CS21022,2,3,1,68,B+,3.3,Pass
R052839,S1489,CS21032,2,3,1,76,A,4.0,Pass
R052840,S1489,CS21042,2,3,1,85,A+,4.0,Pass
R052841,S1489,CS21052,2,3,1,83,A,4.0,Pass
R052842,S1489,SE21012,2,3,1,50,C+,2.3,Pass
R052843,S1489,CM21032,2,3,1,66,B+,3.3,Pass
R052844,S1489,CM21102,2,3,1,85,A+,4.0,Pass
R052845,S1489,MF2112,2,3,1,62,B,3.0,Pass
R052846,S1489,DL3152,2,3,1,71,A-,3.7,Pass
R052847,S1489,CS22012,2,4,1,80,A,4.0,Pass
R052848,S1489,CS22023,2,4,1,81,A,4.0,Pass
R052849,S1489,CS22993,2,4,1,86,A+,4.0,Pass
R052850,S1489,SE22013,2,4,1,90,A+,4.0,Pass
R052851,S1489,SE22022,2,4,1,83,A,4.0,Pass
R052852,S1489,COE22032,2,4,1,63,B,3.0,Pass
R052853,S1489,CM22112,2,4,1,83,A,4.0,Pass
R052854,S1489,DL4162,2,4,1,84,A,4.0,Pass
R052855,S1490,CS11012,1,1,1,68,B+,3.3,Pass
R052856,S1490,CS11021,1,1,1,57,B-,2.7,Pass
R052857,S1490,CS11032,1,1,1,81,A,4.0,Pass
R052858,S1490,COE11013,1,1,1,77,A,4.0,Pass
R052859,S1490,CS11042,1,1,1,74,A-,3.7,Pass
R052860,S1490,SE11012,1,1,1,65,B+,3.3,Pass
R052861,S1490,CM11033,1,1,1,78,A,4.0,Pass
R052862,S1490,CM11102,1,1,1,69,B+,3.3,Pass
R052863,S1490,DL1132,1,1,1,73,A-,3.7,Pass
R052864,S1490,LS1052,1,1,1,83,A,4.0,Pass
R052865,S1490,CS12012,1,2,1,45,C,2.0,Pass
R052866,S1490,CS12023,1,2,1,82,A,4.0,Pass
R052867,S1490,CS12033,1,2,1,98,A+,4.0,Pass
R052868,S1490,CS12041,1,2,1,90,A+,4.0,Pass
R052869,S1490,SE12012,1,2,1,80,A,4.0,Pass
R052870,S1490,CM12052,1,2,1,85,A+,4.0,Pass
R052871,S1490,COE12241,1,2,1,62,B,3.0,Pass
R052872,S1490,COE12992,1,2,1,74,A-,3.7,Pass
R052873,S1490,DL2142,1,2,1,66,B+,3.3,Pass
R052874,S1490,CS21012,2,3,1,66,B+,3.3,Pass
R052875,S1490,CS21022,2,3,1,82,A,4.0,Pass
R052876,S1490,CS21032,2,3,1,69,B+,3.3,Pass
R052877,S1490,CS21042,2,3,1,51,C+,2.3,Pass
R052878,S1490,CS21052,2,3,1,76,A,4.0,Pass
R052879,S1490,SE21012,2,3,1,71,A-,3.7,Pass
R052880,S1490,CM21032,2,3,1,79,A,4.0,Pass
R052881,S1490,CM21102,2,3,1,67,B+,3.3,Pass
R052882,S1490,MF2112,2,3,1,49,C,2.0,Pass
R052883,S1490,DL3152,2,3,1,57,B-,2.7,Pass
R052884,S1490,CS22012,2,4,1,61,B,3.0,Pass
R052885,S1490,CS22023,2,4,1,60,B,3.0,Pass
R052886,S1490,CS22993,2,4,1,65,B+,3.3,Pass
R052887,S1490,SE22013,2,4,1,79,A,4.0,Pass
R052888,S1490,SE22022,2,4,1,56,B-,2.7,Pass
R052889,S1490,COE22032,2,4,1,81,A,4.0,Pass
R052890,S1490,CM22112,2,4,1,57,B-,2.7,Pass
R052891,S1490,DL4162,2,4,1,63,B,3.0,Pass
R052892,S1491,CS11012,1,1,1,54,C+,2.3,Pass
R052893,S1491,CS11021,1,1,1,70,A-,3.7,Pass
R052894,S1491,CS11042,1,1,1,44,C-,1.7,Pass
R052895,S1491,DS11011,1,1,1,57,B-,2.7,Pass
R052896,S1491,DS11023,1,1,1,40,C-,1.7,Pass
R052897,S1491,DS11032,1,1,1,60,B,3.0,Pass
R052898,S1491,MF1122,1,1,1,55,B-,2.7,Pass
R052899,S1491,LC1133,1,1,1,41,C-,1.7,Pass
R052900,S1492,CS11012,1,1,1,78,A,4.0,Pass
R052901,S1492,CS11021,1,1,1,59,B-,2.7,Pass
R052902,S1492,CS11032,1,1,1,61,B,3.0,Pass
R052903,S1492,COE11013,1,1,1,90,A+,4.0,Pass
R052904,S1492,CS11042,1,1,1,67,B+,3.3,Pass
R052905,S1492,SE11012,1,1,1,83,A,4.0,Pass
R052906,S1492,CM11033,1,1,1,98,A+,4.0,Pass
R052907,S1492,CM11102,1,1,1,74,A-,3.7,Pass
R052908,S1492,DL1132,1,1,1,58,B-,2.7,Pass
R052909,S1492,LS1052,1,1,1,69,B+,3.3,Pass
R052910,S1493,CS11012,1,1,1,86,A+,4.0,Pass
R052911,S1493,CS11021,1,1,1,77,A,4.0,Pass
R052912,S1493,CS11032,1,1,1,91,A+,4.0,Pass
R052913,S1493,COE11013,1,1,1,72,A-,3.7,Pass
R052914,S1493,CS11042,1,1,1,72,A-,3.7,Pass
R052915,S1493,SE11012,1,1,1,95,A+,4.0,Pass
R052916,S1493,CM11033,1,1,1,84,A,4.0,Pass
R052917,S1493,CM11102,1,1,1,98,A+,4.0,Pass
R052918,S1493,DL1132,1,1,1,72,A-,3.7,Pass
R052919,S1493,LS1052,1,1,1,83,A,4.0,Pass
R052920,S1493,CS12012,1,2,1,88,A+,4.0,Pass
R052921,S1493,CS12023,1,2,1,88,A+,4.0,Pass
R052922,S1493,CS12033,1,2,1,90,A+,4.0,Pass
R052923,S1493,CS12041,1,2,1,88,A+,4.0,Pass
R052924,S1493,SE12012,1,2,1,84,A,4.0,Pass
R052925,S1493,CM12052,1,2,1,62,B,3.0,Pass
R052926,S1493,COE12241,1,2,1,93,A+,4.0,Pass
R052927,S1493,COE12992,1,2,1,57,B-,2.7,Pass
R052928,S1493,DL2142,1,2,1,66,B+,3.3,Pass
R052929,S1493,CS21012,2,3,1,76,A,4.0,Pass
R052930,S1493,CS21022,2,3,1,93,A+,4.0,Pass
R052931,S1493,CS21032,2,3,1,81,A,4.0,Pass
R052932,S1493,CS21042,2,3,1,98,A+,4.0,Pass
R052933,S1493,CS21052,2,3,1,68,B+,3.3,Pass
R052934,S1493,SE21012,2,3,1,71,A-,3.7,Pass
R052935,S1493,CM21032,2,3,1,59,B-,2.7,Pass
R052936,S1493,CM21102,2,3,1,71,A-,3.7,Pass
R052937,S1493,MF2112,2,3,1,72,A-,3.7,Pass
R052938,S1493,DL3152,2,3,1,96,A+,4.0,Pass
R052939,S1494,CS11012,1,1,1,61,B,3.0,Pass
R052940,S1494,CS11021,1,1,1,47,C,2.0,Pass
R052941,S1494,CS11032,1,1,1,79,A,4.0,Pass
R052942,S1494,COE11013,1,1,1,60,B,3.0,Pass
R052943,S1494,CS11042,1,1,1,63,B,3.0,Pass
R052944,S1494,SE11012,1,1,1,82,A,4.0,Pass
R052945,S1494,CM11033,1,1,1,60,B,3.0,Pass
R052946,S1494,CM11102,1,1,1,80,A,4.0,Pass
R052947,S1494,DL1132,1,1,1,43,C-,1.7,Pass
R052948,S1494,LS1052,1,1,1,68,B+,3.3,Pass
R052949,S1494,CS12012,1,2,1,61,B,3.0,Pass
R052950,S1494,CS12023,1,2,1,49,C,2.0,Pass
R052951,S1494,CS12033,1,2,1,54,C+,2.3,Pass
R052952,S1494,CS12041,1,2,1,68,B+,3.3,Pass
R052953,S1494,SE12012,1,2,1,55,B-,2.7,Pass
R052954,S1494,CM12052,1,2,1,70,A-,3.7,Pass
R052955,S1494,COE12241,1,2,1,58,B-,2.7,Pass
R052956,S1494,COE12992,1,2,1,48,C,2.0,Pass
R052957,S1494,DL2142,1,2,1,73,A-,3.7,Pass
R052958,S1494,CS21012,2,3,1,69,B+,3.3,Pass
R052959,S1494,CS21022,2,3,1,46,C,2.0,Pass
R052960,S1494,CS21032,2,3,1,73,A-,3.7,Pass
R052961,S1494,CS21042,2,3,1,67,B+,3.3,Pass
R052962,S1494,CS21052,2,3,1,61,B,3.0,Pass
R052963,S1494,SE21012,2,3,1,62,B,3.0,Pass
R052964,S1494,CM21032,2,3,1,81,A,4.0,Pass
R052965,S1494,CM21102,2,3,1,70,A-,3.7,Pass
R052966,S1494,MF2112,2,3,1,77,A,4.0,Pass
R052967,S1494,DL3152,2,3,1,67,B+,3.3,Pass
R052968,S1495,CS11012,1,1,1,98,A+,4.0,Pass
R052969,S1495,CS11021,1,1,1,78,A,4.0,Pass
R052970,S1495,CS11042,1,1,1,86,A+,4.0,Pass
R052971,S1495,DS11011,1,1,1,98,A+,4.0,Pass
R052972,S1495,DS11023,1,1,1,74,A-,3.7,Pass
R052973,S1495,DS11032,1,1,1,90,A+,4.0,Pass
R052974,S1495,MF1122,1,1,1,81,A,4.0,Pass
R052975,S1495,LC1133,1,1,1,87,A+,4.0,Pass
R052976,S1496,CS11012,1,1,1,75,A,4.0,Pass
R052977,S1496,CS11021,1,1,1,82,A,4.0,Pass
R052978,S1496,CS11032,1,1,1,87,A+,4.0,Pass
R052979,S1496,COE11013,1,1,1,75,A,4.0,Pass
R052980,S1496,CS11042,1,1,1,70,A-,3.7,Pass
R052981,S1496,SE11012,1,1,1,85,A+,4.0,Pass
R052982,S1496,CM11033,1,1,1,62,B,3.0,Pass
R052983,S1496,CM11102,1,1,1,98,A+,4.0,Pass
R052984,S1496,DL1132,1,1,1,78,A,4.0,Pass
R052985,S1496,LS1052,1,1,1,63,B,3.0,Pass
R052986,S1496,CS12012,1,2,1,81,A,4.0,Pass
R052987,S1496,CS12023,1,2,1,90,A+,4.0,Pass
R052988,S1496,CS12033,1,2,1,74,A-,3.7,Pass
R052989,S1496,CS12041,1,2,1,62,B,3.0,Pass
R052990,S1496,SE12012,1,2,1,82,A,4.0,Pass
R052991,S1496,CM12052,1,2,1,92,A+,4.0,Pass
R052992,S1496,COE12241,1,2,1,86,A+,4.0,Pass
R052993,S1496,COE12992,1,2,1,88,A+,4.0,Pass
R052994,S1496,DL2142,1,2,1,90,A+,4.0,Pass
R052995,S1496,CS21012,2,3,1,98,A+,4.0,Pass
R052996,S1496,CS21022,2,3,1,54,C+,2.3,Pass
R052997,S1496,CS21032,2,3,1,69,B+,3.3,Pass
R052998,S1496,CS21042,2,3,1,85,A+,4.0,Pass
R052999,S1496,CS21052,2,3,1,86,A+,4.0,Pass
R053000,S1496,SE21012,2,3,1,66,B+,3.3,Pass
R053001,S1496,CM21032,2,3,1,75,A,4.0,Pass
R053002,S1496,CM21102,2,3,1,98,A+,4.0,Pass
R053003,S1496,MF2112,2,3,1,76,A,4.0,Pass
R053004,S1496,DL3152,2,3,1,82,A,4.0,Pass
R053005,S1497,CS11012,1,1,1,64,B,3.0,Pass
R053006,S1497,CS11021,1,1,1,81,A,4.0,Pass
R053007,S1497,CS11032,1,1,1,68,B+,3.3,Pass
R053008,S1497,COE11013,1,1,1,57,B-,2.7,Pass
R053009,S1497,CS11042,1,1,1,80,A,4.0,Pass
R053010,S1497,SE11012,1,1,1,37,D+,1.3,Pass
R053011,S1497,CM11033,1,1,1,86,A+,4.0,Pass
R053012,S1497,CM11102,1,1,1,66,B+,3.3,Pass
R053013,S1497,DL1132,1,1,1,64,B,3.0,Pass
R053014,S1497,LS1052,1,1,1,65,B+,3.3,Pass
R053015,S1497,CS12012,1,2,1,83,A,4.0,Pass
R053016,S1497,CS12023,1,2,1,70,A-,3.7,Pass
R053017,S1497,CS12033,1,2,1,68,B+,3.3,Pass
R053018,S1497,CS12041,1,2,1,58,B-,2.7,Pass
R053019,S1497,SE12012,1,2,1,60,B,3.0,Pass
R053020,S1497,CM12052,1,2,1,75,A,4.0,Pass
R053021,S1497,COE12241,1,2,1,71,A-,3.7,Pass
R053022,S1497,COE12992,1,2,1,87,A+,4.0,Pass
R053023,S1497,DL2142,1,2,1,55,B-,2.7,Pass
R053024,S1497,CS21012,2,3,1,55,B-,2.7,Pass
R053025,S1497,CS21022,2,3,1,71,A-,3.7,Pass
R053026,S1497,CS21032,2,3,1,67,B+,3.3,Pass
R053027,S1497,CS21042,2,3,1,55,B-,2.7,Pass
R053028,S1497,CS21052,2,3,1,62,B,3.0,Pass
R053029,S1497,SE21012,2,3,1,76,A,4.0,Pass
R053030,S1497,CM21032,2,3,1,54,C+,2.3,Pass
R053031,S1497,CM21102,2,3,1,56,B-,2.7,Pass
R053032,S1497,MF2112,2,3,1,56,B-,2.7,Pass
R053033,S1497,DL3152,2,3,1,56,B-,2.7,Pass
R053034,S1497,CS22012,2,4,1,77,A,4.0,Pass
R053035,S1497,CS22023,2,4,1,62,B,3.0,Pass
R053036,S1497,CS22993,2,4,1,86,A+,4.0,Pass
R053037,S1497,SE22013,2,4,1,57,B-,2.7,Pass
R053038,S1497,SE22022,2,4,1,72,A-,3.7,Pass
R053039,S1497,COE22032,2,4,1,68,B+,3.3,Pass
R053040,S1497,CM22112,2,4,1,68,B+,3.3,Pass
R053041,S1497,DL4162,2,4,1,37,D+,1.3,Pass
R053042,S1498,CS11012,1,1,1,57,B-,2.7,Pass
R053043,S1498,CS11021,1,1,1,64,B,3.0,Pass
R053044,S1498,CS11032,1,1,1,74,A-,3.7,Pass
R053045,S1498,COE11013,1,1,1,73,A-,3.7,Pass
R053046,S1498,CS11042,1,1,1,69,B+,3.3,Pass
R053047,S1498,SE11012,1,1,1,53,C+,2.3,Pass
R053048,S1498,CM11033,1,1,1,59,B-,2.7,Pass
R053049,S1498,CM11102,1,1,1,60,B,3.0,Pass
R053050,S1498,DL1132,1,1,1,53,C+,2.3,Pass
R053051,S1498,LS1052,1,1,1,40,C-,1.7,Pass
R053052,S1498,CS12012,1,2,1,75,A,4.0,Pass
R053053,S1498,CS12023,1,2,1,64,B,3.0,Pass
R053054,S1498,CS12033,1,2,1,69,B+,3.3,Pass
R053055,S1498,CS12041,1,2,1,67,B+,3.3,Pass
R053056,S1498,SE12012,1,2,1,54,C+,2.3,Pass
R053057,S1498,CM12052,1,2,1,43,C-,1.7,Pass
R053058,S1498,COE12241,1,2,1,68,B+,3.3,Pass
R053059,S1498,COE12992,1,2,1,67,B+,3.3,Pass
R053060,S1498,DL2142,1,2,1,58,B-,2.7,Pass
R053061,S1498,CS21012,2,3,1,83,A,4.0,Pass
R053062,S1498,CS21022,2,3,1,53,C+,2.3,Pass
R053063,S1498,CS21032,2,3,1,56,B-,2.7,Pass
R053064,S1498,CS21042,2,3,1,62,B,3.0,Pass
R053065,S1498,CS21052,2,3,1,54,C+,2.3,Pass
R053066,S1498,SE21012,2,3,1,57,B-,2.7,Pass
R053067,S1498,CM21032,2,3,1,71,A-,3.7,Pass
R053068,S1498,CM21102,2,3,1,52,C+,2.3,Pass
R053069,S1498,MF2112,2,3,1,49,C,2.0,Pass
R053070,S1498,DL3152,2,3,1,62,B,3.0,Pass
R053071,S1499,CS11012,1,1,1,69,B+,3.3,Pass
R053072,S1499,CS11021,1,1,1,70,A-,3.7,Pass
R053073,S1499,CS11032,1,1,1,67,B+,3.3,Pass
R053074,S1499,COE11013,1,1,1,84,A,4.0,Pass
R053075,S1499,CS11042,1,1,1,75,A,4.0,Pass
R053076,S1499,SE11012,1,1,1,84,A,4.0,Pass
R053077,S1499,CM11033,1,1,1,60,B,3.0,Pass
R053078,S1499,CM11102,1,1,1,84,A,4.0,Pass
R053079,S1499,DL1132,1,1,1,67,B+,3.3,Pass
R053080,S1499,LS1052,1,1,1,73,A-,3.7,Pass
R053081,S1500,CS11012,1,1,1,89,A+,4.0,Pass
R053082,S1500,CS11021,1,1,1,94,A+,4.0,Pass
R053083,S1500,CS11032,1,1,1,93,A+,4.0,Pass
R053084,S1500,COE11013,1,1,1,86,A+,4.0,Pass
R053085,S1500,CS11042,1,1,1,82,A,4.0,Pass
R053086,S1500,SE11012,1,1,1,94,A+,4.0,Pass
R053087,S1500,CM11033,1,1,1,78,A,4.0,Pass
R053088,S1500,CM11102,1,1,1,87,A+,4.0,Pass
R053089,S1500,DL1132,1,1,1,98,A+,4.0,Pass
R053090,S1500,LS1052,1,1,1,69,B+,3.3,Pass
R053091,S1500,CS12012,1,2,1,85,A+,4.0,Pass
R053092,S1500,CS12023,1,2,1,98,A+,4.0,Pass
R053093,S1500,CS12033,1,2,1,78,A,4.0,Pass
R053094,S1500,CS12041,1,2,1,66,B+,3.3,Pass
R053095,S1500,SE12012,1,2,1,65,B+,3.3,Pass
R053096,S1500,CM12052,1,2,1,82,A,4.0,Pass
R053097,S1500,COE12241,1,2,1,98,A+,4.0,Pass
R053098,S1500,COE12992,1,2,1,78,A,4.0,Pass
R053099,S1500,DL2142,1,2,1,80,A,4.0,Pass
R053100,S1500,CS21012,2,3,1,87,A+,4.0,Pass
R053101,S1500,CS21022,2,3,1,98,A+,4.0,Pass
R053102,S1500,CS21032,2,3,1,96,A+,4.0,Pass
R053103,S1500,CS21042,2,3,1,85,A+,4.0,Pass
R053104,S1500,CS21052,2,3,1,93,A+,4.0,Pass
R053105,S1500,SE21012,2,3,1,98,A+,4.0,Pass
R053106,S1500,CM21032,2,3,1,69,B+,3.3,Pass
R053107,S1500,CM21102,2,3,1,83,A,4.0,Pass
R053108,S1500,MF2112,2,3,1,70,A-,3.7,Pass
R053109,S1500,DL3152,2,3,1,75,A,4.0,Pass
R053110,S1500,CS22012,2,4,1,94,A+,4.0,Pass
R053111,S1500,CS22023,2,4,1,74,A-,3.7,Pass
R053112,S1500,CS22993,2,4,1,98,A+,4.0,Pass
R053113,S1500,SE22013,2,4,1,94,A+,4.0,Pass
R053114,S1500,SE22022,2,4,1,80,A,4.0,Pass
R053115,S1500,COE22032,2,4,1,85,A+,4.0,Pass
R053116,S1500,CM22112,2,4,1,73,A-,3.7,Pass
R053117,S1500,DL4162,2,4,1,66,B+,3.3,Pass
R053118,S1500,CS31082,3,5,1,82,A,4.0,Pass
R053119,S1500,CS31092,3,5,1,98,A+,4.0,Pass
R053120,S1500,CS31102,3,5,1,71,A-,3.7,Pass
R053121,S1500,CS31112,3,5,1,98,A+,4.0,Pass
R053122,S1500,CS31122,3,5,1,85,A+,4.0,Pass
R053123,S1500,CS31132,3,5,1,89,A+,4.0,Pass
R053124,S1500,CS31022,3,5,1,88,A+,4.0,Pass
R053125,S1500,CS31032,3,5,1,95,A+,4.0,Pass
R053126,S1500,CS31042,3,5,1,98,A+,4.0,Pass
R053127,S1500,CS31062,3,5,1,84,A,4.0,Pass
R053128,S1500,CS31012,3,5,1,88,A+,4.0,Pass
R053129,S1500,COE31052,3,5,1,98,A+,4.0,Pass
R053130,S1500,CS31072,3,5,1,96,A+,4.0,Pass
R053131,S1501,CS11012,1,1,1,48,C,2.0,Pass
R053132,S1501,CS11021,1,1,1,56,B-,2.7,Pass
R053133,S1501,CS11032,1,1,1,72,A-,3.7,Pass
R053134,S1501,COE11013,1,1,1,55,B-,2.7,Pass
R053135,S1501,CS11042,1,1,1,64,B,3.0,Pass
R053136,S1501,SE11012,1,1,1,50,C+,2.3,Pass
R053137,S1501,CM11033,1,1,1,65,B+,3.3,Pass
R053138,S1501,CM11102,1,1,1,72,A-,3.7,Pass
R053139,S1501,DL1132,1,1,1,62,B,3.0,Pass
R053140,S1501,LS1052,1,1,1,26,F,0.0,Fail
R053141,S1501,CS12012,1,2,1,56,B-,2.7,Pass
R053142,S1501,CS12023,1,2,1,46,C,2.0,Pass
R053143,S1501,CS12033,1,2,1,65,B+,3.3,Pass
R053144,S1501,CS12041,1,2,1,58,B-,2.7,Pass
R053145,S1501,SE12012,1,2,1,76,A,4.0,Pass
R053146,S1501,CM12052,1,2,1,54,C+,2.3,Pass
R053147,S1501,COE12241,1,2,1,58,B-,2.7,Pass
R053148,S1501,COE12992,1,2,1,56,B-,2.7,Pass
R053149,S1501,DL2142,1,2,1,61,B,3.0,Pass
R053150,S1502,CS11012,1,1,1,83,A,4.0,Pass
R053151,S1502,CS11021,1,1,1,77,A,4.0,Pass
R053152,S1502,CS11032,1,1,1,77,A,4.0,Pass
R053153,S1502,COE11013,1,1,1,86,A+,4.0,Pass
R053154,S1502,CS11042,1,1,1,98,A+,4.0,Pass
R053155,S1502,SE11012,1,1,1,88,A+,4.0,Pass
R053156,S1502,CM11033,1,1,1,91,A+,4.0,Pass
R053157,S1502,CM11102,1,1,1,98,A+,4.0,Pass
R053158,S1502,DL1132,1,1,1,66,B+,3.3,Pass
R053159,S1502,LS1052,1,1,1,81,A,4.0,Pass
R053160,S1503,CS11012,1,1,1,75,A,4.0,Pass
R053161,S1503,CS11021,1,1,1,91,A+,4.0,Pass
R053162,S1503,CS11032,1,1,1,85,A+,4.0,Pass
R053163,S1503,COE11013,1,1,1,73,A-,3.7,Pass
R053164,S1503,CS11042,1,1,1,85,A+,4.0,Pass
R053165,S1503,SE11012,1,1,1,77,A,4.0,Pass
R053166,S1503,CM11033,1,1,1,84,A,4.0,Pass
R053167,S1503,CM11102,1,1,1,89,A+,4.0,Pass
R053168,S1503,DL1132,1,1,1,84,A,4.0,Pass
R053169,S1503,LS1052,1,1,1,52,C+,2.3,Pass
R053170,S1504,CS11012,1,1,1,66,B+,3.3,Pass
R053171,S1504,CS11021,1,1,1,92,A+,4.0,Pass
R053172,S1504,CS11032,1,1,1,87,A+,4.0,Pass
R053173,S1504,COE11013,1,1,1,76,A,4.0,Pass
R053174,S1504,CS11042,1,1,1,98,A+,4.0,Pass
R053175,S1504,SE11012,1,1,1,60,B,3.0,Pass
R053176,S1504,CM11033,1,1,1,74,A-,3.7,Pass
R053177,S1504,CM11102,1,1,1,97,A+,4.0,Pass
R053178,S1504,DL1132,1,1,1,88,A+,4.0,Pass
R053179,S1504,LS1052,1,1,1,71,A-,3.7,Pass
R053180,S1504,CS12012,1,2,1,73,A-,3.7,Pass
R053181,S1504,CS12023,1,2,1,79,A,4.0,Pass
R053182,S1504,CS12033,1,2,1,85,A+,4.0,Pass
R053183,S1504,CS12041,1,2,1,77,A,4.0,Pass
R053184,S1504,CM12052,1,2,1,81,A,4.0,Pass
R053185,S1504,COE12241,1,2,1,83,A,4.0,Pass
R053186,S1504,COE12992,1,2,1,79,A,4.0,Pass
R053187,S1504,DL2142,1,2,1,73,A-,3.7,Pass
R053188,S1504,CS21012,2,3,1,70,A-,3.7,Pass
R053189,S1504,CS21022,2,3,1,82,A,4.0,Pass
R053190,S1504,CS21032,2,3,1,82,A,4.0,Pass
R053191,S1504,SE21012,2,3,1,72,A-,3.7,Pass
R053192,S1504,CM21032,2,3,1,86,A+,4.0,Pass
R053193,S1504,CM21102,2,3,1,95,A+,4.0,Pass
R053194,S1504,MF2112,2,3,1,79,A,4.0,Pass
R053195,S1504,DL3152,2,3,1,83,A,4.0,Pass
R053196,S1504,CS22012,2,4,1,93,A+,4.0,Pass
R053197,S1504,CS22023,2,4,1,82,A,4.0,Pass
R053198,S1504,CS22993,2,4,1,92,A+,4.0,Pass
R053199,S1504,COE22032,2,4,1,57,B-,2.7,Pass
R053200,S1504,CM22112,2,4,1,75,A,4.0,Pass
R053201,S1504,DL4162,2,4,1,66,B+,3.3,Pass
R053202,S1504,COE12012,1,2,1,98,A+,4.0,Pass
R053203,S1504,COE12022,1,2,1,89,A+,4.0,Pass
R053204,S1504,COE21013,2,3,1,69,B+,3.3,Pass
R053205,S1504,COE22012,2,4,1,72,A-,3.7,Pass
R053206,S1504,COE22023,2,4,1,67,B+,3.3,Pass
R053207,S1504,COE31012,3,5,1,86,A+,4.0,Pass
R053208,S1504,COE31021,3,5,1,85,A+,4.0,Pass
R053209,S1504,COE31032,3,5,1,78,A,4.0,Pass
R053210,S1504,COE31052,3,5,1,73,A-,3.7,Pass
R053211,S1504,COE31062,3,5,1,82,A,4.0,Pass
R053212,S1504,COE31072,3,5,1,98,A+,4.0,Pass
R053213,S1504,CS31042,3,5,1,78,A,4.0,Pass
R053214,S1504,CS31012,3,5,1,91,A+,4.0,Pass
R053215,S1504,CS31062,3,5,1,79,A,4.0,Pass
R053216,S1504,CS31122,3,5,1,93,A+,4.0,Pass
R053217,S1504,CS31092,3,5,1,89,A+,4.0,Pass
R053218,S1504,CS31102,3,5,1,82,A,4.0,Pass
R053219,S1504,CS31112,3,5,1,89,A+,4.0,Pass
R053220,S1504,CS31132,3,5,1,96,A+,4.0,Pass
R053221,S1504,COE32012,3,6,1,83,A,4.0,Pass
R053222,S1504,COE32022,3,6,1,80,A,4.0,Pass
R053223,S1504,COE32992,3,6,1,86,A+,4.0,Pass
R053224,S1504,COE32032,3,6,1,98,A+,4.0,Pass
R053225,S1504,CS32042,3,6,1,67,B+,3.3,Pass
R053226,S1504,CM32051,3,6,1,68,B+,3.3,Pass
R053227,S1504,COE32042,3,6,1,98,A+,4.0,Pass
R053228,S1504,COE32052,3,6,1,76,A,4.0,Pass
R053229,S1504,CS32032,3,6,1,96,A+,4.0,Pass
R053230,S1504,CS32082,3,6,1,75,A,4.0,Pass
R053231,S1504,CS32062,3,6,1,77,A,4.0,Pass
R053232,S1504,CS32112,3,6,1,94,A+,4.0,Pass
R053233,S1504,CS32092,3,6,1,90,A+,4.0,Pass
R053234,S1505,CS11012,1,1,1,66,B+,3.3,Pass
R053235,S1505,CS11021,1,1,1,54,C+,2.3,Pass
R053236,S1505,CS11032,1,1,1,65,B+,3.3,Pass
R053237,S1505,COE11013,1,1,1,80,A,4.0,Pass
R053238,S1505,CS11042,1,1,1,77,A,4.0,Pass
R053239,S1505,SE11012,1,1,1,63,B,3.0,Pass
R053240,S1505,CM11033,1,1,1,85,A+,4.0,Pass
R053241,S1505,CM11102,1,1,1,76,A,4.0,Pass
R053242,S1505,DL1132,1,1,1,75,A,4.0,Pass
R053243,S1505,LS1052,1,1,1,57,B-,2.7,Pass
R053244,S1505,CS12012,1,2,1,92,A+,4.0,Pass
R053245,S1505,CS12023,1,2,1,78,A,4.0,Pass
R053246,S1505,CS12033,1,2,1,89,A+,4.0,Pass
R053247,S1505,CS12041,1,2,1,66,B+,3.3,Pass
